ItemType	Code	Equiv1	Equiv2	Repair	Body	BodyLoc1	BodyLoc2	Shoots	Quiver	Throwable	Reload	ReEquip	AutoStack	Magic	Rare	Normal	Beltable	MaxSockets1	MaxSocketsLevelThreshold1	MaxSockets2	MaxSocketsLevelThreshold2	MaxSockets3	TreasureClass	Rarity	StaffMods	Class	VarInvGfx	InvGfx1	InvGfx2	InvGfx3	InvGfx4	InvGfx5	InvGfx6	StorePage	*eol	*skillID	*CTC	UICategory	RunewordCategory1	RunewordCategory2	Restricted
k714	k714			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev62				
k715	k715			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 323 lev63				
k716	k716			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev0				
k717	k717			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev1				
k718	k718			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev2				
k719	k719			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev3				
k720	k720			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev4				
k721	k721			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev5				
k722	k722			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev6				
k723	k723			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev7				
k724	k724			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev8				
k725	k725			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev9				
k726	k726			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev10				
k727	k727			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev11				
k728	k728			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev12				
k729	k729			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev13				
k730	k730			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev14				
k731	k731			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev15				
k732	k732			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev16				
k733	k733			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev17				
k734	k734			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev18				
k735	k735			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev19				
k736	k736			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev20				
k737	k737			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev21				
k738	k738			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev22				
k739	k739			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev23				
k740	k740			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev24				
k741	k741			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev25				
k742	k742			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev26				
k743	k743			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev27				
k744	k744			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev28				
k745	k745			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev29				
k746	k746			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev30				
k747	k747			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev31				
k748	k748			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev32				
k749	k749			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev33				
k750	k750			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev34				
k751	k751			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev35				
k752	k752			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev36				
k753	k753			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev37				
k754	k754			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev38				
k755	k755			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev39				
k756	k756			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev40				
k757	k757			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev41				
k758	k758			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev42				
k759	k759			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev43				
k760	k760			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev44				
k761	k761			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev45				
k762	k762			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev46				
k763	k763			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev47				
k764	k764			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev48				
k765	k765			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev49				
k766	k766			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev50				
k767	k767			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev51				
k768	k768			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev52				
k769	k769			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev53				
k770	k770			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev54				
k771	k771			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev55				
k772	k772			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev56				
k773	k773			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev57				
k774	k774			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev58				
k775	k775			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev59				
k776	k776			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev60				
k777	k777			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev61				
k778	k778			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev62				
k779	k779			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 324 lev63				
k780	k780			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev0				
k781	k781			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev1				
k782	k782			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev2				
k783	k783			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev3				
k784	k784			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev4				
k785	k785			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev5				
k786	k786			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev6				
k787	k787			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev7				
k788	k788			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev8				
k789	k789			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev9				
k790	k790			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev10				
k791	k791			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev11				
k792	k792			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev12				
k793	k793			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev13				
k794	k794			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev14				
k795	k795			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev15				
k796	k796			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev16				
k797	k797			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev17				
k798	k798			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev18				
k799	k799			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev19				
k800	k800			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev20				
k801	k801			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev21				
k802	k802			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev22				
k803	k803			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev23				
k804	k804			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev24				
k805	k805			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev25				
k806	k806			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev26				
k807	k807			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev27				
k808	k808			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev28				
k809	k809			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev29				
k810	k810			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev30				
k811	k811			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev31				
k812	k812			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev32				
k813	k813			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev33				
k814	k814			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev34				
k815	k815			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev35				
k816	k816			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev36				
k817	k817			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev37				
k818	k818			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev38				
k819	k819			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev39				
k820	k820			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev40				
k821	k821			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev41				
k822	k822			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev42				
k823	k823			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev43				
k824	k824			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev44				
k825	k825			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev45				
k826	k826			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev46				
k827	k827			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev47				
k828	k828			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev48				
k829	k829			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev49				
k830	k830			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev50				
k831	k831			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev51				
k832	k832			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev52				
k833	k833			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev53				
k834	k834			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev54				
k835	k835			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev55				
k836	k836			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev56				
k837	k837			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev57				
k838	k838			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev58				
k839	k839			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev59				
k840	k840			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev60				
k841	k841			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev61				
k842	k842			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev62				
k843	k843			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 325 lev63				
k844	k844			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev0				
k845	k845			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev1				
k846	k846			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev2				
k847	k847			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev3				
k848	k848			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev4				
k849	k849			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev5				
k850	k850			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev6				
k851	k851			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev7				
k852	k852			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev8				
k853	k853			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev9				
k854	k854			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev10				
k855	k855			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev11				
k856	k856			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev12				
k857	k857			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev13				
k858	k858			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev14				
k859	k859			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev15				
k860	k860			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev16				
k861	k861			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev17				
k862	k862			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev18				
k863	k863			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev19				
k864	k864			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev20				
k865	k865			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev21				
k866	k866			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev22				
k867	k867			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev23				
k868	k868			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev24				
k869	k869			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev25				
k870	k870			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev26				
k871	k871			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev27				
k872	k872			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev28				
k873	k873			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev29				
k874	k874			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev30				
k875	k875			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev31				
k876	k876			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev32				
k877	k877			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev33				
k878	k878			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev34				
k879	k879			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev35				
k880	k880			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev36				
k881	k881			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev37				
k882	k882			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev38				
k883	k883			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev39				
k884	k884			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev40				
k885	k885			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev41				
k886	k886			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev42				
k887	k887			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev43				
k888	k888			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev44				
k889	k889			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev45				
k890	k890			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev46				
k891	k891			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev47				
k892	k892			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev48				
k893	k893			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev49				
k894	k894			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev50				
k895	k895			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev51				
k896	k896			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev52				
k897	k897			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev53				
k898	k898			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev54				
k899	k899			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev55				
k900	k900			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev56				
k901	k901			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev57				
k902	k902			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev58				
k903	k903			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev59				
k904	k904			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev60				
k905	k905			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev61				
k906	k906			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev62				
k907	k907			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 326 lev63				
k908	k908			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev0				
k909	k909			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev1				
k910	k910			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev2				
k911	k911			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev3				
k912	k912			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev4				
k913	k913			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev5				
k914	k914			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev6				
k915	k915			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev7				
k916	k916			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev8				
k917	k917			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev9				
k918	k918			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev10				
k919	k919			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev11				
k920	k920			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev12				
k921	k921			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev13				
k922	k922			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev14				
k923	k923			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev15				
k924	k924			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev16				
k925	k925			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev17				
k926	k926			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev18				
k927	k927			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev19				
k928	k928			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev20				
k929	k929			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev21				
k930	k930			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev22				
k931	k931			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev23				
k932	k932			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev24				
k933	k933			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev25				
k934	k934			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev26				
k935	k935			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev27				
k936	k936			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev28				
k937	k937			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev29				
k938	k938			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev30				
k939	k939			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev31				
k940	k940			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev32				
k941	k941			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev33				
k942	k942			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev34				
k943	k943			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev35				
k944	k944			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev36				
k945	k945			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev37				
k946	k946			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev38				
k947	k947			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev39				
k948	k948			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev40				
k949	k949			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev41				
k950	k950			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev42				
k951	k951			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev43				
k952	k952			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev44				
k953	k953			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev45				
k954	k954			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev46				
k955	k955			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev47				
k956	k956			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev48				
k957	k957			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev49				
k958	k958			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev50				
k959	k959			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev51				
k960	k960			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev52				
k961	k961			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev53				
k962	k962			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev54				
k963	k963			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev55				
k964	k964			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev56				
k965	k965			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev57				
k966	k966			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev58				
k967	k967			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev59				
k968	k968			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev60				
k969	k969			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev61				
k970	k970			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev62				
k971	k971			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 327 lev63				
k972	k972			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 328 lev0				
k973	k973			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 328 lev1				
k974	k974			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 328 lev2				
k975	k975			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 328 lev3				
k976	k976			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 328 lev4				
k977	k977			0	0					0	0	0	1			1	0	0	25	0	40	0	0	3			0							misc	0		id 328 lev5				
