description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Add Rune - Um x9	1				100					10	y01	"r22,qty=9"						useitem				RB-Mid			9216	9216																																																																															0
Add Rune - Mal x9	1				100					10	y01	"r23,qty=9"						useitem				RB-High			9	9																																																																															0
Add Rune - Ist x9	1				100					10	y01	"r24,qty=9"						useitem				RB-High			18	18																																																																															0
Add Rune - Gul x9	1				100					10	y01	"r25,qty=9"						useitem				RB-High			36	36																																																																															0
Add Rune - Vex x9	1				100					10	y01	"r26,qty=9"						useitem				RB-High			72	72																																																																															0
Add Rune - Ohm x9	1				100					10	y01	"r27,qty=9"						useitem				RB-High			144	144																																																																															0
Add Rune - Lo x9	1				100					10	y01	"r28,qty=9"						useitem				RB-High			288	288																																																																															0
Add Rune - Sur x9	1				100					10	y01	"r29,qty=9"						useitem				RB-High			576	576																																																																															0
Add Rune - Ber x9	1				100					10	y01	"r30,qty=9"						useitem				RB-High			1152	1152																																																																															0
Add Rune - Jah x9	1				100					10	y01	"r31,qty=9"						useitem				RB-High			2304	2304																																																																															0
Add Rune - Cham x9	1				100					10	y01	"r32,qty=9"						useitem				RB-High			4608	4608																																																																															0
Add Rune - Zod x9	1				100					10	y01	"r33,qty=9"						useitem				RB-High			9216	9216																																																																															0
Add Rune - El x10	1				100					11	y01	"r01,qty=10"						useitem				RB-Low			10	10																																																																															0
Add Rune - Eld x10	1				100					11	y01	"r02,qty=10"						useitem				RB-Low			20	20																																																																															0
Add Rune - Tir x10	1				100					11	y01	"r03,qty=10"						useitem				RB-Low			40	40																																																																															0
Add Rune - Nef x10	1				100					11	y01	"r04,qty=10"						useitem				RB-Low			80	80																																																																															0
Add Rune - Eth x10	1				100					11	y01	"r05,qty=10"						useitem				RB-Low			160	160																																																																															0
Add Rune - Ith x10	1				100					11	y01	"r06,qty=10"						useitem				RB-Low			320	320																																																																															0
Add Rune - Tal x10	1				100					11	y01	"r07,qty=10"						useitem				RB-Low			640	640																																																																															0
Add Rune - Ral x10	1				100					11	y01	"r08,qty=10"						useitem				RB-Low			1280	1280																																																																															0
